Refined sugar
Rock sugar
Sugar
Baking sugar
Bar sugar
Brown sugar
Castor sugar
Confectioners' sugar
Demerara sugar
Fructose
Fruit sugar
Granulated sugar
Icing sugar
Jaggery
Powdered sugar
Raw sugar
Refined sugar
Rock sugar
Superfine sugar
Turbanado sugar
Unrefined sugar
White sugar
Superfine sugar
Turbanado sugar
Unrefined sugar
White sugar
Tahini
Teff
Tomato
Trout
Tubers
Jerusalem artichoke
Jicama
Kumara
Potato
Sunchoke
Sweet Potato
Taro
Yam
Tuna
Turbanado sugar
Turnip
Unrefined sugar
Vanilla
Vegetables
Acorn squash
Alfalfa Sprouts
Artichoke
Arugula
Asparagus
Aubergine
Avocado
Bell peppers
Brassicas˜(Cabbage family)
Bok choy
Broccoflower˜(a hybrid)
Broccoli
Broccolini˜(a hybrid)
Broccoli rabe
Brussels Sprouts
Cabbage
Cauliflower
Chinese leaves
Collard greens
Kohlrabi
Broad beans
Broccoflower˜(a hybrid)
Broccoli
Broccolini˜(a hybrid)
Broccoli rabe
Brussels Sprouts
Butternut pumpkin
Butternut squash
Cabbage
Calabrese
Capsicum
Carrot
Cauliflower
Celeriac
Celery
Chard
Chicory
Chinese leaves
Chives
Collard greens
Courgette
Cucumber
Daikon
Eggplant
Endive
Fiddlehead fern˜(young coiled fern leaves)
Frisee
Ful
Garlic
Gem squash
Ginger
Green onion
Jerusalem artichoke
Jicama
Kale
Kohlrabi
Kumara
Leek
Legumes˜(Beans and Peas)
Peas
Lettuce
Okra
Onion˜family
Chives
Garlic
Green onion
Leek
Onion
Scallion
Shallot
Spring onion
Peas
Peppers
Potatoes
Pumpkin
Radish
Root vegetables
Carrot
Celeriac
Daikon
Ginger
Radish
Scallion
Shallot
Soybean
Spaghetti squash
Spinach
Spring onion
Squash˜family
Acorn squash
Butternut pumpkin
Butternut squash
Courgette
Cucumber
Gem squash
Pumpkin
Spaghetti squash
Squash
Zucchini
Sunchoke
Sweet Potato
Taro
"Tomato˜(actually a fruit, but treated as a vegetable)"
Tubers
Jerusalem artichoke
Jicama
Kumara
Potato
Sunchoke
Sweet Potato
Taro
Yam
Watercress
Yam
Zucchini
Watercress
Watermelon
White sugar
White mushroom
Xanthan gum
Yam
Yeast
Zucchini
bagel
Cereal 
chicken
yogurt
mustard
